GROUP,CODE,NAME,YEAR,ANTIGEN,ANTIGEN_DESCRIPTION,COVERAGE_CATEGORY,COVERAGE_CATEGORY_DESCRIPTION,TARGET_NUMBER,DOSES,COVERAGE
Countries,GNB,Guinea-Bissau,2008,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,71
Countries,GNB,Guinea-Bissau,2007,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,
Countries,GNB,Guinea-Bissau,2007,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,73
Countries,GNB,Guinea-Bissau,2006,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,74
Countries,GNB,Guinea-Bissau,2006,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,
Countries,GNB,Guinea-Bissau,2005,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,76
Countries,GNB,Guinea-Bissau,2005,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,
Countries,GNB,Guinea-Bissau,2004,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,
Countries,GNB,Guinea-Bissau,2004,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,75
Countries,GNB,Guinea-Bissau,2003,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,74
Countries,GNB,Guinea-Bissau,2003,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,
Countries,GNB,Guinea-Bissau,2002,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,73
Countries,GNB,Guinea-Bissau,2002,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,
Countries,GNB,Guinea-Bissau,2001,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,72
Countries,GNB,Guinea-Bissau,2001,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,
Countries,GNB,Guinea-Bissau,2000,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,
Countries,GNB,Guinea-Bissau,2000,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,71
Countries,GUY,Guyana,2020,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,15340,16239,105.86
Countries,GUY,Guyana,2020,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,15340,14855,96.84
Countries,GUY,Guyana,2019,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,15313,14118,92
Countries,GUY,Guyana,2019,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,15313,15048,98
Countries,GUY,Guyana,2018,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,15654,13135,84
Countries,GUY,Guyana,2018,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,15654,15354,98
Countries,GUY,Guyana,2017,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,15695,15661,100
Countries,GUY,Guyana,2017,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,15695,14573,93
Countries,GUY,Guyana,2016,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,15589,15724,100.87
Countries,GUY,Guyana,2016,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,15589,14636,93.89
Countries,GUY,Guyana,2015,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,15054,14303,95.01
Countries,GUY,Guyana,2015,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,15054,15129,100.5
Countries,GUY,Guyana,2014,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,14161,12824,90.56
Countries,GUY,Guyana,2014,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,15040,15051,100.07
Countries,GUY,Guyana,2013,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,13946,13290,95.3
Countries,GUY,Guyana,2013,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,14500,14443,99.61
Countries,GUY,Guyana,2012,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,14043,13916,99.1
Countries,GUY,Guyana,2012,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,14132,12736,90.12
Countries,GUY,Guyana,2011,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,14215,13897,97.76
Countries,GUY,Guyana,2011,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,97
Countries,GUY,Guyana,2010,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,14627,13838,94.61
Countries,GUY,Guyana,2010,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,14329,11734,81.89
Countries,GUY,Guyana,2009,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,15084,12605,83.57
Countries,GUY,Guyana,2009,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,15088,14599,96.76
Countries,GUY,Guyana,2008,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,14518,13851,95
Countries,GUY,Guyana,2008,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,15340,12855,83.8
Countries,GUY,Guyana,2007,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,15677,14110,90
Countries,GUY,Guyana,2007,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,14439,13839,96
Countries,GUY,Guyana,2006,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,15257,13691,90
Countries,GUY,Guyana,2006,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,15512,11521,74.3
Countries,GUY,Guyana,2005,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,17316,12471,72
Countries,GUY,Guyana,2005,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,16238,14890,
Countries,GUY,Guyana,2004,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,16109,10113,63
Countries,GUY,Guyana,2004,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,16731,14787,88
Countries,GUY,Guyana,2003,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,16731,15804,94.46
Countries,GUY,Guyana,2002,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,,,95
Countries,GUY,Guyana,2002,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,
Countries,GUY,Guyana,2001,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,18149,16764,92
Countries,GUY,Guyana,2001,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,40149,35998,88
Countries,GUY,Guyana,2000,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,
Countries,GUY,Guyana,2000,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,20066,17242,86
Countries,GUY,Guyana,2020,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,96.84
Countries,GUY,Guyana,2020,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,105.86
Countries,GUY,Guyana,2019,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,98
Countries,GUY,Guyana,2019,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,92
Countries,GUY,Guyana,2018,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,98
Countries,GUY,Guyana,2018,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,84
Countries,GUY,Guyana,2017,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,100
Countries,GUY,Guyana,2017,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,93
Countries,GUY,Guyana,2016,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,100.87
Countries,GUY,Guyana,2016,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,94
Countries,GUY,Guyana,2015,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,95.01
Countries,GUY,Guyana,2015,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,100.5
Countries,GUY,Guyana,2014,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,91
Countries,GUY,Guyana,2014,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,100
Countries,GUY,Guyana,2013,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,100
Countries,GUY,Guyana,2013,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,95
Countries,GUY,Guyana,2012,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,90
Countries,GUY,Guyana,2012,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,99.1
Countries,GUY,Guyana,2011,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,84
Countries,GUY,Guyana,2011,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,98
Countries,GUY,Guyana,2010,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,95
Countries,GUY,Guyana,2010,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,82
Countries,GUY,Guyana,2009,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,84
Countries,GUY,Guyana,2009,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,97
Countries,GUY,Guyana,2008,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,84
Countries,GUY,Guyana,2008,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,95
Countries,GUY,Guyana,2007,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,96
Countries,GUY,Guyana,2007,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,90
Countries,GUY,Guyana,2006,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,74.3
Countries,GUY,Guyana,2006,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,90
Countries,GUY,Guyana,2005,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,72
Countries,GUY,Guyana,2005,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,92
Countries,GUY,Guyana,2004,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,63
Countries,GUY,Guyana,2004,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,88
Countries,GUY,Guyana,2003,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,89
Countries,GUY,Guyana,2002,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,93
Countries,GUY,Guyana,2001,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,88
Countries,GUY,Guyana,2001,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,92
Countries,GUY,Guyana,2000,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,
Countries,GUY,Guyana,2000,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,86
Countries,GUY,Guyana,2020,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,98
Countries,GUY,Guyana,2020,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,97
Countries,GUY,Guyana,2019,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,98
Countries,GUY,Guyana,2019,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,92
Countries,GUY,Guyana,2018,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,84
Countries,GUY,Guyana,2018,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,98
Countries,GUY,Guyana,2017,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,93
Countries,GUY,Guyana,2017,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,99
Countries,GUY,Guyana,2016,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,94
Countries,GUY,Guyana,2016,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,99
Countries,GUY,Guyana,2015,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,99
Countries,GUY,Guyana,2015,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,95
Countries,GUY,Guyana,2014,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,91
Countries,GUY,Guyana,2014,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,99
Countries,GUY,Guyana,2013,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,99
Countries,GUY,Guyana,2013,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,95
Countries,GUY,Guyana,2012,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,99
Countries,GUY,Guyana,2012,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,90
Countries,GUY,Guyana,2011,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,84
Countries,GUY,Guyana,2011,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,98
Countries,GUY,Guyana,2010,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,95
Countries,GUY,Guyana,2010,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,82
Countries,GUY,Guyana,2009,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,84
Countries,GUY,Guyana,2009,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,97
Countries,GUY,Guyana,2008,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,95
Countries,GUY,Guyana,2008,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,84
Countries,GUY,Guyana,2007,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,90
Countries,GUY,Guyana,2007,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,96
Countries,GUY,Guyana,2006,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,74
Countries,GUY,Guyana,2006,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,90
Countries,GUY,Guyana,2005,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,72
Countries,GUY,Guyana,2005,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,92
Countries,GUY,Guyana,2004,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,63
Countries,GUY,Guyana,2004,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,88
Countries,GUY,Guyana,2003,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,71
Countries,GUY,Guyana,2003,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,89
Countries,GUY,Guyana,2002,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,93
Countries,GUY,Guyana,2002,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,80
Countries,GUY,Guyana,2001,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,92
Countries,GUY,Guyana,2001,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,88
Countries,GUY,Guyana,2000,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,
Countries,GUY,Guyana,2000,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,86
Countries,HTI,Haiti,2020,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,264084,219677,83.18
Countries,HTI,Haiti,2020,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,259894,118140,45.46
Countries,HTI,Haiti,2019,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,310285,218177,70
Countries,HTI,Haiti,2019,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,289445,119365,41
Countries,HTI,Haiti,2018,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,305829,224892,74
Countries,HTI,Haiti,2018,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,285288,107770,38
Countries,HTI,Haiti,2017,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,281496,70975,25
Countries,HTI,Haiti,2017,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,301763,190673,63
Countries,HTI,Haiti,2016,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,300550,227304,75.6
Countries,HTI,Haiti,2016,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,282607,73527,26
Countries,HTI,Haiti,2015,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,
Countries,HTI,Haiti,2015,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,306043,197100,64.4
Countries,HTI,Haiti,2014,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,303561,,0
Countries,HTI,Haiti,2014,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,303561,193559,65
Countries,HTI,Haiti,2013,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,
Countries,HTI,Haiti,2013,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,280244,225359,80.42
Countries,HTI,Haiti,2012,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,
Countries,HTI,Haiti,2012,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,284835,187744,65.91
Countries,HTI,Haiti,2011,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,
Countries,HTI,Haiti,2011,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,279581,162030,58
Countries,HTI,Haiti,2010,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,1266290,119558,19
Countries,HTI,Haiti,2010,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,
Countries,HTI,Haiti,2009,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,
Countries,HTI,Haiti,2009,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,253601,43127,17.01
Countries,HTI,Haiti,2008,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,
Countries,HTI,Haiti,2008,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,0,0,
Countries,HTI,Haiti,2007,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,247645,134434,54
Countries,HTI,Haiti,2007,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,
Countries,HTI,Haiti,2006,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,177646,116882,66
Countries,HTI,Haiti,2006,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,
Countries,HTI,Haiti,2005,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,
Countries,HTI,Haiti,2005,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,228278,135671,59.43
Countries,HTI,Haiti,2004,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,243398,138091,57
Countries,HTI,Haiti,2004,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,
Countries,HTI,Haiti,2003,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,296681,153562,51.76
Countries,HTI,Haiti,2002,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,
Countries,HTI,Haiti,2002,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,285928,98292,34.4
Countries,HTI,Haiti,2001,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,278729,147731,53
Countries,HTI,Haiti,2001,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,
Countries,HTI,Haiti,2000,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,
Countries,HTI,Haiti,2000,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,278563,222850,80
Countries,HTI,Haiti,2020,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,83.18
Countries,HTI,Haiti,2020,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,45.46
Countries,HTI,Haiti,2019,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,70
Countries,HTI,Haiti,2019,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,41
Countries,HTI,Haiti,2018,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,74
Countries,HTI,Haiti,2018,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,38
Countries,HTI,Haiti,2017,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,25
Countries,HTI,Haiti,2017,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,63
Countries,HTI,Haiti,2016,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,26
Countries,HTI,Haiti,2016,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,76
Countries,HTI,Haiti,2015,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,64
Countries,HTI,Haiti,2015,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,
Countries,HTI,Haiti,2014,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,
Countries,HTI,Haiti,2014,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,64
Countries,HTI,Haiti,2013,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,80.4
Countries,HTI,Haiti,2013,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,
Countries,HTI,Haiti,2012,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,69.37
Countries,HTI,Haiti,2012,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,
Countries,HTI,Haiti,2011,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,
Countries,HTI,Haiti,2011,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,58
Countries,HTI,Haiti,2010,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,44.9
Countries,HTI,Haiti,2010,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,
Countries,HTI,Haiti,2009,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,
Countries,HTI,Haiti,2009,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,60
Countries,HTI,Haiti,2008,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,
Countries,HTI,Haiti,2008,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,
Countries,HTI,Haiti,2007,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,
Countries,HTI,Haiti,2007,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,54
Countries,HTI,Haiti,2006,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,
Countries,HTI,Haiti,2006,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,66
Countries,HTI,Haiti,2005,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,59
Countries,HTI,Haiti,2005,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,
Countries,HTI,Haiti,2004,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,
Countries,HTI,Haiti,2004,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,57
Countries,HTI,Haiti,2003,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,53
Countries,HTI,Haiti,2002,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,
Countries,HTI,Haiti,2002,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,34.39
